,gPlusPlaceId,placename
7944,109956779473314267335,Taqueria Guadalajara
7945,110450891506623225782,Fentons Creamery
7946,110500320894910721003,Szechuan House
7947,111314640009579023412,Capitol Garage
7948,112541221653908428450,Bombay Bistro
7949,112624843598490401613,Dos Coyotes Border Cafe
7950,115042991759191721361,Dad's Kitchen
7951,117812418050660676585,Mehfil Indian Restaurant
7952,117854655076398282797,Cheese Steak Shop Sacramento
7953,102509920096623833361,Pasquale's West Coast Pizzeria
7954,107206147222234271464,Aurora Ristorante e Pizzeria
7955,106601625104314334913,Ole Frijole
7956,111889886127685413720,McDonald's
7957,103299969124389491119,Grecos Pizza Parlor
7958,106974583986339358522,Pizza Guys
7959,101167821462253321234,Roscoe's House of Chicken & Waffles
7960,104568416260395014318,Eat Chow
7961,103306404213811062414,Pita Popix Grill
7962,105685595868915849041,Tea Station
7963,106648028677416225509,Pollo Inka Express
7964,112323458837836588298,Target
7965,112858495479062797369,Zacatecas Restaurant
7966,113422862887986971179,Tony Roma's
7967,104332758592843794663,Cotijas Taco Shop
7968,115810003886805319437,Little Caesars Pizza
7969,116622821173877229230,Jack In the Box
7970,107257507638477986911,JiRaffe
7971,101317889449722616174,Pizza Hut
7972,112782464588543869939,Smashburger
7973,108829085408523445576,Mountain Mikes Pizza
7974,100436039143827345391,Gordy's Mexican Grill
7975,113179318794230817025,Chipotle Mexican Grill
7976,117277165928543888264,OfficeMax
7977,109856938128071505721,Pizza Nova
7978,105494090975955863133,Nara Sushi Japanese Restaurant
7979,113857881983137778380,Forever Geisha
7980,116657897212631404852,Amarin Thai Restaurant
7981,106628173669844616632,Waverly's Steak House
7982,109895126302176153712,Pasta China
7983,108931606439155618057,Fedex Ground
7984,116335802471173243659,Dunkin' Donuts
7985,111787501121259058595,FedEx Office Print & Ship Center
7986,110418599906734384689,T-Mobile Long Beach
7987,116881189416790414962,Carolyn's Kitchen
7988,105848056252391985692,J R Food Mart
7989,100933417774645052828,The Coffee Bean & Tea Leaf
7990,100621598171005092878,Bea Bea's
7991,110983189263197816163,Schooner's Wharf
7992,114692269521982543533,Horatio's Restaurant
7993,110777187568059026516,Rubio's
7994,115346536034961543344,Walmart
7995,103726446041842692225,Slice of New York Pizza
7996,108296068723743950098,Pei Wei Asian Diner
7997,101462912079094733159,Bambu Asian Cuisine
7998,105933931499103206976,KFC Hawthorne
7999,103412378538339197953,Peet's Coffee & Tea
8000,116710637934167102019,Bua Na Thai Cuisine‎
8001,109795961386265606022,Stone House Cafe
8002,112974866099265745073,Sutha Thai Kitchen
8003,116693794788345295780,Chipotle Mexican Grill
8004,113697313939422535145,The Habit Burger Grill
8005,114780124864445417223,Plum Cafe & Bakery
8006,101578261792985997969,McDonald's
8007,107636474279108211607,SUBWAY® Restaurants
8008,100729630218735183219,Menara Moroccan Restaurant
8009,101420940406395106628,Crossroads Cafe
8010,102641569397626403382,Precita Eyes Muralists
8011,102718292374719481909,La Fina Estampa
8012,103073458348381081386,Fu Lam Mum
8013,104003908253319443078,Chile Pies & Ice Cream
8014,108900243739936295892,El Valenciano Restaurant
8015,109595545602199062335,Dish n Dash
8016,110588228745392077441,Cafe Baklava
8017,113841126840768896483,Samba Brazilian Steakhouse
8018,114179677291805728800,THE SANDWICH SPOT
8019,115398532982316453559,Tenno Sushi
8020,100685155325438050434,Hamburger Hamlet Restaurant
8021,106662626545790676795,Pizza D'Oro
8022,101042902982841056686,Effin's Pub & Grill
8023,104019691064879444501,Apple Store Hillsdale
8024,111902574357255133302,Target
8025,112285359505246958545,Macy's
8026,113838366045166478711,Gracie's
8027,104292799755579784327,Rubio's Fresh Mexican Grill
8028,116678368826605930892,La Terraza
8029,111210849918965948143,Alex Burgers
8030,108902997017909819654,Denny's
8031,109389231654502184755,Mr T's Family Restaurant
8032,117081879115543342322,Bull Taco
8033,104626241396645336123,The Workshop Burger
8034,108921309728389402152,Kirin Chinese Restaurant
8035,116340898059132108516,Fleming's Prime Steakhouse & Wine Bar
8036,111638584791559886168,Richard Walker's Pancake House
8037,100067107012873308723,China Garden Restaurant
8038,101357532130056927764,Fire Island Grill
8039,102726743638418985235,Giovanni's Italian Deli and Delights
8040,108647656898030834218,Denny's
8041,114698737733506302433,Capriotti's Sandwich Shop
8042,117777507914510699636,BeX Bar & Grill
8043,117851706679862899306,Holy Smoke Texas Style BBQ
8044,108385384449606774405,Hooters
8045,101927643738654360465,Lazy Dog Cafe
8046,104942347288976999878,Kay Jewelers
8047,106765982852624902326,Golden House Chinese Restaurant
8048,108927284351550713939,Starbucks
8049,116821970067880041713,El Pollo Loco
8050,117821484393835121921,Best Buy - Chula Vista
8051,106151340910876534758,Xochimilco Cafe
8052,115776630325158826562,Safeway
8053,100603920857802693005,Yen Ching Restaurant
8054,116928077652206908296,Mr Pete's Burgers
8055,101300520274349971705,Arabian Nights Restaurant
8056,103951710412733364325,Pitfire Artisan Pizza
8057,114224838609774829502,Midori Sushi Restaurant
8058,101840784643959851083,Bua Thai Cuisine
8059,102740774654166553715,H&M
8060,104495154283003593942,Mon Japanese Restaurant
8061,100825119668555318069,Taste of the Himalayas
8062,100893019601387838010,Ramen House Ryowa
8063,101504337116102306029,Taqueria San Francisco
8064,101911299061416659043,Takara Restaurant
8065,102566860114117455101,Taqueria Zorro
8066,103310791033181515268,Manora's Thai Cuisine
8067,103527643040255708183,Swensen's Ice Cream
8068,103540525333735631479,Oola Restaurant & Bar
8069,104023971396018252098,Los Cantaros Restaurant & Taqueria
8070,104160410408344344589,Viva Voce Cafe
8071,104994614013465815553,Ramen Shop
8072,105094563182935719377,Chavo's
8073,105803152579942359939,Grandviews Restaurant
8074,106015246964956801387,Ricos Fine Mexican Restaurant
8075,106298009238663884258,Piatti
8076,107834722856656535318,La Fogata Mexican Bar & Grill
8077,107855210320892987977,Melt
8078,108065160272266279673,Pasta Pelican Restaurant
8079,108502830346631683908,Mel's Drive-In
8080,109290180823441923725,Sushi House
8081,110463898268714882119,Gordo Taqueria
8082,110487373648305527826,Split Bread
8083,110546654537628575486,Rose's Cafe
8084,110748164371357619021,Ananda Fuara
8085,111528719096732802089,Casserole House Korean Restaurant
8086,111954635068576290762,Mexico Au Parc
8087,112698374060398777376,Taqueria Guadalajara
8088,112817704762675712476,Montclair Egg Shop
8089,113017870168331591503,Rumbo Al Sur
8090,113625269035842549740,Annabelle's Bar & Bistro
8091,113677417924492049712,Taqueria San Jose
8092,114411135862097038792,Taylor Street Coffee Shop
8093,114605128288361750573,Little Star Pizza
8094,115097047347897013108,Brindisi Cucina Di Mare
8095,115914750406030023096,Esperpento
8096,116093187043354141149,Jayakarta Restaurant
8097,117836601231812482066,Pasilla Mexican Grill
8098,117893543090463182640,Urbun Burger
8099,118070831595569461448,B Restaurant & Bar
8100,118082788680136220852,Ben & Nick's
8101,118084580609341996948,One Market Restaurant
8102,118277772657967779970,Garden Court Restaurant
8103,110997793600845452419,SUBWAY® Restaurants
8104,102595991512877507066,Matching Half Cafe
8105,103713908139630292625,Ernie's Coffee Shop
8106,110292336617742569497,House of Air
8107,109503827894936111779,George's Burgers
8108,118329155278502359051,Jack In the Box
8109,100065835588283017080,Akiko's Restaurant
8110,102364876335210518209,Prizefighter
8111,102145843274418989155,The Vitamin Shoppe
8112,106087974129213905782,California Burritos
8113,103811470510180218715,Giovanni's Pizzeria
8114,109805868043292635278,Crepeville
8115,112185864843767396216,Capitol Dawg
8116,105283510338968199791,21 Choices
8117,106156414876195829779,In-N-Out Burger
8118,108708573242027384681,Starbucks
8119,110547894066904855635,Pizza Man
8120,105609041065627247308,Cactus Creek Prime Steakhouse
8121,115674768438112552866,R & J Southern Home Cooking
8122,113534610637214392573,Apple Store Victoria Gardens
8123,100044630225173574505,Hamburger Mary's
8124,101768614007990037627,The BBQ Grill Outlet
8125,100340907685669661210,China Kitchen
8126,106829925696509674389,Xai Verandah Lounge
8127,110634365982588457953,Whole Foods Market - Del Mar
8128,102313161243306157628,Tandoori India Cuisine
8129,108865363243680872306,El Zarape Restaurant
8130,104221511400655736889,The Habit Burger Grill
8131,112852157551585204373,Domino's Pizza
8132,110173753822713881376,Star's Drive-In
8133,118072552813582107944,Walmart
8134,100472771382950980116,Starbucks
8135,102467684360832560332,Hikuni Sushi & Steakhouse
8136,105045632803662715256,Ocean Palace
8137,101612030728667296048,Family Basket Restaurant
8138,109904316626361341549,The Palm
8139,108317088353495915938,Uptown Tavern
8140,117449747558560412124,Haskell's Prospector
8141,101025578134230333129,Best Buy
8142,105235560362229699464,Angry Chef
8143,114329089130458409982,Triple George Grill
8144,103054282407411848108,Sagami-Tei
8145,105032583574241580642,Loteria Grill
8146,105174833488169842836,Costa Azul Coronado
8147,105634554085759078039,Gastrognome
8148,116228366502767476831,Noodle Cafe
8149,102497353813315121105,Great Plaza Buffet
8150,102498013071712589615,Verizon Wireless
8151,107530304060754699226,Susumu Japanese Steakhouse
8152,118347128230070918463,Muttropolis La Jolla
8153,103574723134246370334,The Endless Summer bar-cafe
8154,118264730365833917519,Taste In Mediterranean food
8155,109463408937299306628,Firehouse Grill & Brewery
8156,110554296419477550585,Krispy Kreme Mountain View
8157,113160915765384453953,Pizza My Heart
8158,102807271447820695308,Olive Garden
8159,107437594767165832067,Thai Fusion
8160,115980491145751428319,The Children's Place
8161,108943196898403163671,Holstein's
8162,115903119985313038680,Envy Steakhouse
8163,102199857493909137723,Starbucks
8164,113824504477921619328,Rustico Ristorante Italiano
8165,108640786024349411120,King of Falafel
8166,104713826138670396672,Forbidden City Restaurant
8167,100055148318705317531,Trader Joe's
8168,100489861232904786659,Masullo Pizza
8169,100541796064663319994,Centro Cocina Mexicana
8170,101349251313878880537,The Coffee Garden
8171,102261886345153695207,Jack In the Box
8172,103046410076922239688,Zelda's Original Gourmet Pizza
8173,103555580643336005226,The Old Spaghetti Factory
8174,104820960342237712755,Chocolate Fish Coffee
8175,108562492320699488008,OLD SOUL CO.
8176,109902692557264086381,Chicago Fire
8177,110112305633485844478,Tower Cafe
8178,111546932019761317231,Pizza Guys
8179,111752214897604051549,Carolina's Mexican Food
8180,115068342881029087621,Thai Basil
8181,115103441813210524015,El Novillero Restaurant
8182,115914647628896393040,La Bella Pizza Garden
8183,117357936803751313416,Star of Siam Thai Cuisine
8184,109764034838651798267,Jack in the Box
8185,116817107719977462266,Fremont Diner
8186,116852158507837557207,MetroPCS
8187,112952369627797693363,The Coffee Bean & Tea Leaf
8188,104652880009334741600,Office Depot
8189,113975331330194535111,Miguel's Cocina
8190,109374870056379359078,Leucadia Pizzeria & Italian Restaurant
8191,103209234671207043426,New Delhi Restaurant
8192,111643486376115575651,Bistro Boudin
8193,116498859436895506213,Roostertail
8194,101315313831130788820,Randy Jones
8195,101566854341414687635,South Bay Fish & Grill
8196,104472004687399027276,Ross Dress For Less
8197,109983356554435270608,IHOP Restaurant
8198,102484358732194926549,Marco Polo Italian Ice Cream
8199,101170767877884007555,Chili's Grill & Bar
8200,103903566556907402190,IHOP Restaurant
8201,107592317291841505655,Mimi's Cafe
8202,100507254204365532473,Rosa's Cafe & Tortilla Factory
8203,111966170255979693906,Del Taco - Temecula #395
8204,101963115471428018482,Bollywood Indian Restaurant
8205,110172793821804821810,Daniels Tacos
8206,116294634780420920231,Joe's Crab Shack Rowing Club
8207,116341756945182379058,Taqueria Pepe El Toro
8208,113196326294096156276,T-Mobile Riverside
8209,107478434760076366280,Danielle's Creperie
8210,113688591539253906437,P.F. Chang's China Bistro
8211,107812020418453189119,Bertrand at Mister A's
8212,108334789038255177290,Albertaco's Mexican Food
8213,115541069546898036837,In-N-Out Burger
8214,113850343358689173939,Little Bambino's Pizza
8215,105367507365187876395,Eureka!
8216,109842450957693534500,King Taco Restaurant Inc
8217,101529019546068901235,Steve's Burgers
8218,105267513933326075694,Domino's Pizza
8219,115033950205351354645,The Big Cheese Pizza Company Inc
8220,114771550346685047050,American Apparel
8221,118210887184549814594,Cole's Bar-B-Q
8222,116479863506803187607,Starbucks
8223,105307054321344211399,Swingers
8224,111021282160681576089,May's Thai Kitchen
8225,106793106770618205981,California Pizza Kitchen
8226,114712831405653854093,Del Taco
8227,105068185890066138747,Albertsons
8228,106416036441585974371,BJ's Restaurant & Brewhouse
8229,101087988919592094462,The Bucket
8230,116966818365135478423,Baja Cantina Marina del Rey
8231,100654664506875816261,Buffalo Wild Wings Grill & Bar
8232,105482988176018375844,CJ's Cafe Baldwin Hills
8233,106013117618068830353,New Panda Buffet
8234,114786552058579095273,Denny's
8235,110761141294012698807,Bishamon Japanese Restaurant
8236,117659518041765632545,El Rinconcito Del Mar
8237,110635484211043363087,Rite Aid Pharmacy
8238,115251164475713874160,China Super Buffet
8239,109655783667825579571,Lolas Kitchen
8240,105399018397729564631,Gaetano's Restaurant
8241,104556901342372923990,Tomodachi Restaurant
8242,117580681613471557529,The Prickly Pear Cantina
8243,107736768604569915189,Wendy's
8244,103260987239002105034,Niji Sushi Japanese Cuisine
8245,103501478521879517606,Tea Era
8246,104530189050271675680,Gyros House
8247,107165714754850644078,Sono Sushi
8248,107576919215012681829,Shabuway
8249,109252432562947694453,Chef Liu
8250,112610750235634830337,Pho Garden
8251,113512521697686077898,Taqueria La Bamba
8252,115411554301916478382,Karlita's Taco Place
8253,116676652826695749038,Totoro
8254,116911440670343858308,Hong Kong Bistro
8255,114988033066256606079,We Olive
8256,112035628626666406862,The Real Deli
8257,107007969989281952085,Sushi Mon
8258,117490002289854282107,"Babies""R""Us"
8259,117436190326118744283,Caldo Pomodoro
8260,105129697002865375190,Rapid
8261,105217724323219581281,The Coffee Bean & Tea Leaf
8262,100130102710739449794,Super Burger
8263,111836642216774703096,King of Thai Noodle House
8264,112493157878931826929,Los Cotijas Mexican Grill
8265,109268578234326093811,Hill Street Cafe
8266,117044499118128621665,Mario's Peruvian & Seafood
8267,104488738487378453316,SUBWAY® Restaurants
8268,107674130208270092712,Golden Corral
8269,114594674583749637979,The UPS Store
8270,108945630310266603516,Ginger Elizabeth Chocolates
8271,110561805610516351572,Las Fuentes Restaurant
8272,114821582011931224789,Wat Dong Moon Lek Noodle
8273,118109455736634568980,Pizza Hut
8274,104243988283341467297,Two Guys from Hong Kong Chinese Restaurant
8275,108305107773648668185,Sam Cafe
8276,111662486970569713017,Amazona's Pizza
8277,113816128563600208497,Marrakech Moroccan Restaurant
8278,109714952109917932051,Costco
8279,112752651227750334257,Blue Dog Beer Tavern
8280,101528705856012064953,Papa Murphy's | Take 'N' Bake Pizza
8281,102654210980045172675,Saletti's Restaurant & Bar
8282,118221041568727547153,Walmart Supercenter
8283,101370277155017385338,Scott's Restaurants Jack London Square
8284,102433754587873330294,Los Gatos Brewing Company
8285,102521192768472183648,P.F. Chang's China Bistro
8286,104769129386501858409,Osha Thai Noodle Cafe
8287,111388128463019223122,Izzy's Steaks & Chops
8288,112559605432727484179,Harry Denton's Starlight Room
8289,113167000366999456035,Zaré at Fly Trap
8290,103239261557372214682,Jack In the Box Distribution Center
8291,113882137934352464557,Mucky Duck
8292,118352894513984372393,San Franpsycho
8293,112482058397739868676,Stater Bros. Markets
8294,100996365138217303033,Grand Avenue Thai Cuisine
8295,103523437540050603677,Chao Thai Cuisine
8296,101849557951519504964,Thai Cafe Restaurant
8297,113325364312310723103,Anjappar Chettinad Indian Restaurant
8298,113963440472395529819,Jack In the Box
8299,101826787028705396095,McDonald's
8300,102657829344612837049,Tractor Supply Company
8301,105960707156698775851,Denny's
8302,108977220436843357613,McDonald's
8303,116344351378146700485,McDonald's
8304,113024388033827780717,Chile Lindo
8305,109250386024691774643,Long Beach Pizza Co
8306,102753055120687369194,Fatburger
8307,104018491929559339529,Original Mel's
8308,109419583708028469428,Heidi's Pancake House
8309,112373295549773497351,MetroPCS
8310,116735160085410232661,Carl's Jr. / Green Burrito
8311,113474189197660574000,Tapenade
8312,114297729688960699540,Corky's Kitchen & Bakery
8313,109068199816463482858,Coco's Bakery Restaurant
8314,110725554119968602084,The Kitchen
8315,101353617007087409815,Blue Fin
8316,103281138282287879032,The UPS Store - 4977
8317,115244606485026653279,Walmart Supercenter
8318,108928088586684320304,Coffee Cat
8319,106685504853090621664,Firehouse Subs
8320,100047381760618917175,Johnny Rockets
8321,100929886946597091946,FedEx Office Print & Ship Center
8322,116135531187106404479,Zaki Kabob House
8323,107734603707430934229,Cafe Brio
8324,115512724885749941200,Carino's Italian
8325,111118771703028543715,KFC Folsom
8326,117465522925775093177,Chop Suey Peking Restaurant
8327,109174941893943335395,The Table
8328,109818980357987636236,Grape Street Cafe
8329,103324610202326664189,SUBWAY® Restaurants
8330,117776690340842886752,D'Amore's Pizza
8331,103810433360659698508,Bavarian World
8332,112053966357937463093,El Herradero Taqueria
8333,108061202649249283459,Great Moon Buffet
8334,103984517065131464925,Lillie Mae's House of Soul Food
8335,105945067550197287686,Chaats and Currys
8336,107941260823792791984,Evergreen Inn & Pub
8337,111236321063679431388,Walmart
8338,118133727474323794271,Panda Express
8339,107606080947623590521,KING SHABU SHABU
8340,113236398538166809612,Farmer Boys
8341,117134049564474083381,L & L Hawaiian Barbecue
8342,116295326252622592411,The Cheesecake Factory
8343,113195556562387004874,La Cabana Restaurant
8344,105357935966630269366,Joe's Crab Shack Las Vegas
8345,100289338191396376872,Yard House Los Angeles
8346,100497772799261201294,The House of Brews
8347,101685737708985072781,El Huarache Veloz
8348,103031044893054408846,El Cholo Cantina
8349,103232144487756758992,Wendill's Restaurant
8350,104642146609126065119,Cowboys & Turbans
8351,107406472087674458945,Cru
8352,108226177342300964946,Soot Bull Jeep
8353,109523534701774622111,Hooters
8354,109825052255681007824,Masa of Echo Park Bakery & Cafe
8355,110565266307731317815,Rosa Mexicano
8356,110804057675616009924,Memphis Soul Cafe & Bar
8357,112989418496115790152,Bagels & Brew
8358,114024273350718099914,Yuki Sushi
8359,114059226502892195958,Library Bar
8360,115600388145563243453,D-Town Burger Bar
8361,116664153343962939626,The Thirsty Crow
8362,117501534443837786470,El Cid
8363,107176749486644738872,STACKED
8364,106557527365312475600,The Matador Cantina
8365,107653178617371301235,Golden Ox
8366,112541404333201326294,Fa-Sai Thai Cuisine
8367,113775186055626271501,Turk's Restaurant
8368,106320986240793534757,Target
8369,105000515043868051964,The CheeseSteak Grill
8370,108182150273157573053,Lucille's Smokehouse Bar-B-Que
8371,109975692787090044847,Curry House
8372,104034981239219519229,Zoccoli's Delicatessen
8373,103158907512280882495,El Pollo Loco
8374,107639165113011900610,Cafe Delicias
8375,113529925100738771810,Barra Barra Saloon
8376,103839594387800543983,Main Street Brewery
8377,109131792443443509870,Las Cazuelas Restaurant & Pupuseria
8378,100504937747276937047,Rodrigo's Mexican Grill
8379,103673617585711795411,Honda-U
8380,115040376947009134955,Spice It Up Halal Market & Grill
8381,100856089705784324500,Medrano's Mexican Restaurant
8382,101612001247092225535,Gino's Italian Restaurant
8383,106402049353964919992,It's A Grind Coffee House
8384,110685479224890354650,Farley's Artisan Gelato & Coffee Roasters
8385,111006717643246963021,Chipotle Mexican Grill
8386,113085875523936308907,Dewar's Candy Shop
8387,102124680777655689541,555 East American Steakhouse
8388,110359168758759665234,Familia Pizzeria
8389,104015796490805110849,Starbucks
8390,102791922205402291086,Coco's Bakery Restaurant
8391,116531347142017084327,Taco Bell
8392,113203116997384045077,Me-N-Ed's Pizzeria
8393,113033728589627639996,"Snooze, an A.M. Eatery"
8394,114832988861859426860,Burlington Coat Factory
8395,114208668887740989107,Baja Fresh Mexican Grill
8396,114830195860447082552,At&T
8397,111819579832662532234,99 Cents Only Stores
8398,108795668604030539409,Buzz BBQ
8399,112036250837381239544,The Lodge At Tenaya
8400,104376582891530836107,Nicky D's Wood-Fired Pizza
8401,111564906082020063546,Petco Animal Supplies
8402,115909233067544113938,La Riviera Family Pizza
8403,103747670541361323882,Elephant Bar Restaurant
8404,105342032600796026233,Sorabol
8405,106200969765763232143,Godiva Chocolatier
8406,109956904336340937246,Victoria's Secret
8407,111775982586385147605,Sai Jai Thai
8408,112213944661649574721,Thai Gourmet Group LLC
8409,117377193329066939728,Kome Buffet
8410,117764692624864360885,Zara
8411,104666336843431064879,Copita
8412,111020344339771872042,Verizon Wireless
8413,117093712856831475158,Walmart Supercenter
8414,115767794133033386074,Panya Thai Kitchen
8415,109661464738935618047,The Original Pancake House
8416,112282587692106838007,Big Al's Drive In
8417,110414743589466993255,Red Hill Coffee Shop
8418,113814113267488304384,IHOP Restaurant
8419,114673377772810361536,Alberto's Mexican Food
8420,106032231463330567104,Seaward Fish & Chips
8421,115084510949091364037,Greenleaf Gourmet Chopshop
8422,109359581201299969368,The UPS Store - Kearny Mesa
8423,115181157442392191333,The UPS Store
8424,109110531093761924104,Cozy Cafe
8425,113742414428958358339,Naja's Place
8426,107195445287663920960,Honeycut
8427,108507885688221034865,Gelato Lounge
8428,108639623385839754801,Mendocino Farms
8429,112909567841780452508,Jeannine's Restaurant & Bakery
8430,117592956092605161117,Joselito's Mexican Food
8431,108530228363216773794,Beach Hut Deli
8432,106956874012832215285,Amargosa Opera House and Hotel
8433,110762459398900439847,Atari-Ya Japanese Restaurant
8434,105088048530925407779,Carl's Jr
8435,105415237419047178029,Tanto Japanese Restaurant
8436,100774808255597377652,Jerry's Pizza & Pub
8437,101102627743390948226,Denny's
8438,117013687023997857031,Govinda's
8439,117092913613956028711,Hodel's Country Dining
8440,117141650670460754215,SUBWAY® Restaurants
8441,100156438051231160871,Papa John's Pizza
8442,100777227300826897740,Beverly Soon Tofu Restaurant
8443,104077228994377494081,Biergarten
8444,106056465391826385968,Wally's Wine & Spirits
8445,106517403907280061318,Taylor's Steak House
8446,110664918364813231031,Thai Boom
8447,110982738291626507818,The H.M.S Bounty
8448,111454803829754913246,Westside Tavern
8449,114426089258327301968,Ye Rustic Inn
8450,104116463816938105487,Anawalt Lumber & Materials Co
8451,101909004003320168427,Bistro SF Grill
8452,112552983473655109293,Underground SF
8453,109625185588640947323,Los Gueros Mexican Restaurant
8454,106400512931386876371,Boost Mobile
8455,111866202178965215094,Pho Country
8456,112216398968758644527,Pho Restaurant
8457,114535943891261318995,Lucky Strike LA Live
8458,108801464589835567295,McDonald's
8459,108780452362266923890,Mexicali Bar & Grill
8460,104605563119924672905,AT&T
8461,100738046863566125066,Mario's De La Mesa Restaurant
8462,113971004199103494048,Hunan Chinese Restaurant
8463,100062744811066614210,Mountain Mike's Pizza - Riverbank
8464,100905948087285258142,Harvest Moon Restaurant
8465,102535830001305943031,Red Robin Gourmet Burgers
8466,104360815555892103359,Baja Fresh Mexican Grill
8467,106543039890119672337,Fruit Yard Country Market
8468,108321021019753060289,Corner Cafe
8469,110330436130249870289,Bud's Seafood Grille
8470,112480272202245692981,Peet's Coffee & Tea
8471,113157919932045970670,SURLAS's
8472,115126090010876726283,Taco Bell
8473,115200876079229671268,Jumbo Buffet
8474,110139392391433343038,Charley's Grilled Subs
8475,103812399358584776422,China Express
8476,101053985752936101019,SUGARFISH by sushi nozawa
8477,106887315490447598592,Dialog Cafe
8478,105105713818898901522,Sprout Cafe
8479,111841707357464613709,Applewood Pizza-2-Go
8480,116161202226424661973,Jonathan's Fish & Chips
8481,117919147627249953869,Menlo BBQ
8482,115187271751645734795,Red Lobster
8483,111322251049200228957,Best Buy - Emeryville
8484,117109439568429563118,Seafood Port Chinese Restaurant
8485,114657103341534370317,The Range
8486,100213728159903735747,Tea Garden
8487,116312923312028894624,Men's Wearhouse
8488,101123207304999695695,La Mia Cucina
8489,106161807674405987602,Passionfish
8490,112138122728790792226,El Nuevo Frutilandia
8491,101355635973415468785,Happy Sashimi
8492,103894182373541566589,Little Hunan Restaurant
8493,108676800541868599814,Oasis Grille
8494,107237812640018359389,Sushi On North Beach
8495,114964865537233270295,Maru Sushi
8496,107588880411879149519,Garden Grill
8497,105863602537275359539,New York and Company
8498,106494835945502153598,The UPS Store
8499,114100666680534610936,Rubio's Fresh Mexican Grill
8500,100655961952861536192,Caffe Amore
8501,102585760018508380218,KFC
8502,106671041925332169432,Little Italy
8503,109824713126804362828,Chronic Tacos
8504,109349922133483476117,FedEx Office
8505,105846980225977144251,Fresh & Easy Neighborhood Market
8506,113131313338728057596,Jagerhaus
8507,100627854118617322087,Big Mouth Burgers
8508,104938525619150654639,Marrakech Restaurant
8509,105737731056505201485,Rancho Parnassus
8510,106274283824686482328,Kan Zaman
8511,108960471432605079649,Miyozen
8512,114426988634356592542,Lighthouse Café
8513,116566105057190404050,El Faro
8514,118099658113193284285,Mioki Sushi
8515,114835037144549644660,Slater's 50/50
8516,117677372538307273945,Wingstop
8517,117312821377763254984,Double Dragon Restaurant
8518,106028878050097867301,Carl's Jr.
8519,105835066449499357136,Golden Bagel Cafe
8520,114851805231160139665,The Short Stop
8521,103879029467792517521,Alcove Cafe & Bakery
8522,106918614484623056825,Soowon Galbi
8523,108567581383198930114,Papa Cristo's
8524,110893187327873928211,Yai Restaurant
8525,116656773193169695988,T's Thai
8526,101479732790865468542,Purple Kow
8527,116685466609227389198,Walgreens
8528,114486150654029804483,Tams Burger
8529,103049460150650973522,Cafe Sarafornia
8530,114198319740036685903,Trader Joe's
8531,105744079062591641458,Arashi Teppan Steak & Sushi
8532,102371121634403582510,Pipers Restaurant
8533,111790113888399939974,Del Taco
8534,118164475796995618454,Fuddruckers
8535,100231950167830487543,Taylor Stitch
8536,102849969168565078528,Ino Sushi
8537,103328038243771022139,The Richmond
8538,103614555448185252940,Avatar's
8539,105695918442781524138,Mehfil Indian Cuisine And Bar
8540,108283045765235604580,Best Buy - Palmdale
8541,108719221422682346834,7-Eleven
8542,112861370519971731408,Round Table Pizza
8543,111561560127653938501,Target
8544,114293689933933945330,Big Mama's & Papa's Pizzeria
8545,117781142724994980469,Big Mamma's & Papa's Pizzeria
8546,107379435484313680897,The French Gourmet
8547,105902953473708472495,The Home Depot - Crescent City
8548,108532073500752128403,Market Street Cafe
8549,115693120409298156014,Spice Market Buffet
8550,116516329721025842033,Café Cortez
8551,103451142938867267252,Gaucho Grill
8552,108048304659542028238,Starbucks
8553,116518895137478089734,Moody's Bistro Bar & Beats
8554,104075687675112485174,In-N-Out Burger
8555,109911674891904637760,Mint Leaf Indian Bistro
8556,101518842823708479388,Starbucks
8557,103680299887734687593,Las Golondrinas Mexican Food
8558,113950420119354776435,9 Style Sushi
8559,106639623943235249944,Pizza My Heart
8560,114577428708374620856,Pizza My Heart
8561,116832215646796235191,T-Mobile Folsom
8562,100269692546269508378,D'Aurelios
8563,118063821973914010996,Starbucks
8564,116674742949573395583,Jack In the Box
8565,117635992981203942240,Thiptara Thai restaurant
8566,116885100437120559157,Original Buffalo Wings
8567,113971744277901642405,Tip Top Hamburgers
8568,105951270665042065423,Game Stop
8569,109447565046539369289,Buon Gusto Ristorante
8570,109026545121731936125,Wing House
8571,114627143134315281746,Vinh Loi Tofu
8572,104420247717824357102,Living Room Cafe And Bistro
8573,114311209117382997629,Sushi Go 55
8574,106640310689744347448,Harbor Seafood Buffet
8575,105501115394189687232,McDonald's
8576,116734485012324697136,Silver Peak Grill & Taproom
8577,114765973914762127813,Italia Deli & Bakery
8578,114835447937080108599,Fuego at the Maya
8579,102444899983320946918,Lou's Sandwiches Cafe
8580,105608782503302710065,World Famous
8581,105672270327191539430,L'Ardoise
8582,112280378851977612234,Cafe Renzo
8583,109970710557968512760,Super Antojitos
8584,107860252239438185106,Kohl's
8585,110605153309926308607,Guy's Italian Restaurant
8586,101052560148311599925,The Grove
8587,100810692451521369858,Silky Sullivan's Restaurant & Irish Pub
8588,102349387777651267652,Stonefire Grill
8589,110323335542743562645,Pizza D'Oro
8590,115575240375365850025,Jade China Restaurant
8591,111708276285142286917,Metro Cafe
8592,102118731571144594564,FedEx Office Print & Ship Center
8593,108472623350765444807,REI
8594,110572526417081903227,Staples
